Auction_ID,Bidder_ID,Valuation,FPA_Bid,SPA_Bid
1,1,0.7389566135489283,0.5542174601616963,0.7389566135489283
1,2,0.9209694463088139,0.6907270847316105,0.9209694463088139
1,3,0.9923854828942358,0.7442891121706768,0.9923854828942358
1,4,0.51407310300721,0.38555482725540746,0.51407310300721
2,1,0.02260262152627579,0.016951966144706843,0.02260262152627579
2,2,0.682484797202468,0.511863597901851,0.682484797202468
2,3,0.26743570632879277,0.20057677974659457,0.26743570632879277
2,4,0.43102916871493613,0.3232718765362021,0.43102916871493613
3,1,0.4454778259552563,0.33410836946644223,0.4454778259552563
3,2,0.21676983429885432,0.16257737572414074,0.21676983429885432
3,3,0.790604762361676,0.592953571771257,0.790604762361676
3,4,0.08078654517772321,0.06058990888329241,0.08078654517772321
4,1,0.49721183975795635,0.37290887981846726,0.49721183975795635
4,2,0.4751021331238765,0.3563265998429074,0.4751021331238765
4,3,0.6691726465581337,0.5018794849186002,0.6691726465581337
4,4,0.8901580760799269,0.6676185570599452,0.8901580760799269
5,1,0.212629679423596,0.159472259567697,0.212629679423596
5,2,0.9818332142625231,0.7363749106968923,0.9818332142625231
5,3,0.3094655917951412,0.2320991938463559,0.3094655917951412
5,4,0.979314063123025,0.7344855473422688,0.979314063123025
6,1,0.27213863373372427,0.2041039753002932,0.27213863373372427
6,2,0.3408136444972557,0.25561023337294175,0.3408136444972557
6,3,0.9726598405749466,0.7294948804312099,0.9726598405749466
6,4,0.2951653771429903,0.22137403285724272,0.2951653771429903
7,1,0.2050484381486939,0.15378632861152042,0.2050484381486939
7,2,0.11998024762073345,0.08998518571555009,0.11998024762073345
7,3,0.5394408412719739,0.40458063095398045,0.5394408412719739
7,4,0.8241810065981614,0.618135754948621,0.8241810065981614
8,1,0.6662882306483274,0.4997161729862456,0.6662882306483274
8,2,0.9176718630202724,0.6882538972652043,0.9176718630202724
8,3,0.5909017058927978,0.44317627941959836,0.5909017058927978
8,4,0.5994857089085361,0.4496142816814021,0.5994857089085361
9,1,0.417238566697958,0.3129289250234685,0.417238566697958
9,2,0.6512678919807303,0.4884509189855477,0.6512678919807303
9,3,0.49608256328173517,0.3720619224613014,0.49608256328173517
9,4,0.6275523299079979,0.47066424743099844,0.6275523299079979
10,1,0.184030208498557,0.13802265637391775,0.184030208498557
10,2,0.8777830671492474,0.6583373003619355,0.8777830671492474
10,3,0.040768928102415836,0.030576696076811877,0.040768928102415836
10,4,0.10085999582583793,0.07564499686937845,0.10085999582583793
11,1,0.3374394788620878,0.25307960914656585,0.3374394788620878
11,2,0.4691021730938173,0.35182662982036295,0.4691021730938173
