Auction_ID,Bidder_ID,Valuation,FPA_Bid,SPA_Bid
1,1,0.0,0.0,0.0
1,2,0.002506265664160401,0.0018796992481203006,0.002506265664160401
1,3,0.005012531328320802,0.0037593984962406013,0.005012531328320802
1,4,0.007518796992481203,0.005639097744360902,0.007518796992481203
2,1,0.010025062656641603,0.007518796992481203,0.010025062656641603
2,2,0.012531328320802004,0.009398496240601503,0.012531328320802004
2,3,0.015037593984962405,0.011278195488721804,0.015037593984962405
2,4,0.017543859649122806,0.013157894736842105,0.017543859649122806
3,1,0.020050125313283207,0.015037593984962405,0.020050125313283207
3,2,0.022556390977443608,0.016917293233082706,0.022556390977443608
3,3,0.02506265664160401,0.018796992481203006,0.02506265664160401
3,4,0.02756892230576441,0.020676691729323307,0.02756892230576441
4,1,0.03007518796992481,0.022556390977443608,0.03007518796992481
4,2,0.03258145363408521,0.02443609022556391,0.03258145363408521
4,3,0.03508771929824561,0.02631578947368421,0.03508771929824561
4,4,0.03759398496240601,0.02819548872180451,0.03759398496240601
5,1,0.040100250626566414,0.03007518796992481,0.040100250626566414
5,2,0.042606516290726815,0.03195488721804511,0.042606516290726815
5,3,0.045112781954887216,0.03383458646616541,0.045112781954887216
5,4,0.047619047619047616,0.03571428571428571,0.047619047619047616
6,1,0.05012531328320802,0.03759398496240601,0.05012531328320802
6,2,0.05263157894736842,0.039473684210526314,0.05263157894736842
6,3,0.05513784461152882,0.041353383458646614,0.05513784461152882
6,4,0.05764411027568922,0.043233082706766915,0.05764411027568922
7,1,0.06015037593984962,0.045112781954887216,0.06015037593984962
7,2,0.06265664160401002,0.046992481203007516,0.06265664160401002
7,3,0.06516290726817042,0.04887218045112782,0.06516290726817042
7,4,0.06766917293233082,0.05075187969924812,0.06766917293233082
8,1,0.07017543859649122,0.05263157894736842,0.07017543859649122
8,2,0.07268170426065163,0.05451127819548872,0.07268170426065163
8,3,0.07518796992481203,0.05639097744360902,0.07518796992481203
8,4,0.07769423558897243,0.05827067669172932,0.07769423558897243
9,1,0.08020050125313283,0.06015037593984962,0.08020050125313283
9,2,0.08270676691729323,0.06203007518796992,0.08270676691729323
9,3,0.08521303258145363,0.06390977443609022,0.08521303258145363
9,4,0.08771929824561403,0.06578947368421052,0.08771929824561403
10,1,0.09022556390977443,0.06766917293233082,0.09022556390977443
10,2,0.09273182957393483,0.06954887218045112,0.09273182957393483
10,3,0.09523809523809523,0.07142857142857142,0.09523809523809523
10,4,0.09774436090225563,0.07330827067669173,0.09774436090225563
11,1,0.10025062656641603,0.07518796992481203,0.10025062656641603
11,2,0.10275689223057644,0.07706766917293233,0.10275689223057644
11,3,0.10526315789473684,0.07894736842105263,0.10526315789473684
11,4,0.10776942355889724,0.08082706766917293,0.10776942355889724
12,1,0.11027568922305764,0.08270676691729323,0.11027568922305764
12,2,0.11278195488721804,0.08458646616541353,0.11278195488721804
12,3,0.11528822055137844,0.08646616541353383,0.11528822055137844
12,4,0.11779448621553884,0.08834586466165413,0.11779448621553884
13,1,0.12030075187969924,0.09022556390977443,0.12030075187969924
13,2,0.12280701754385964,0.09210526315789473,0.12280701754385964
13,3,0.12531328320802004,0.09398496240601503,0.12531328320802004
13,4,0.12781954887218044,0.09586466165413533,0.12781954887218044
14,1,0.13032581453634084,0.09774436090225563,0.13032581453634084
14,2,0.13283208020050125,0.09962406015037593,0.13283208020050125
14,3,0.13533834586466165,0.10150375939849623,0.13533834586466165
14,4,0.13784461152882205,0.10338345864661654,0.13784461152882205
15,1,0.14035087719298245,0.10526315789473684,0.14035087719298245
15,2,0.14285714285714285,0.10714285714285714,0.14285714285714285
15,3,0.14536340852130325,0.10902255639097744,0.14536340852130325
15,4,0.14786967418546365,0.11090225563909774,0.14786967418546365
16,1,0.15037593984962405,0.11278195488721804,0.15037593984962405
16,2,0.15288220551378445,0.11466165413533834,0.15288220551378445
16,3,0.15538847117794485,0.11654135338345864,0.15538847117794485
16,4,0.15789473684210525,0.11842105263157894,0.15789473684210525
17,1,0.16040100250626566,0.12030075187969924,0.16040100250626566
17,2,0.16290726817042606,0.12218045112781954,0.16290726817042606
17,3,0.16541353383458646,0.12406015037593984,0.16541353383458646
17,4,0.16791979949874686,0.12593984962406013,0.16791979949874686
18,1,0.17042606516290726,0.12781954887218044,0.17042606516290726
18,2,0.17293233082706766,0.12969924812030076,0.17293233082706766
18,3,0.17543859649122806,0.13157894736842105,0.17543859649122806
18,4,0.17794486215538846,0.13345864661654133,0.17794486215538846
19,1,0.18045112781954886,0.13533834586466165,0.18045112781954886
19,2,0.18295739348370926,0.13721804511278196,0.18295739348370926
